# 常用英语单词 10000 个(Google 万亿语料词频排序;音标/释义来自 ECDICT)
# 格式: 序号	单词	音标	中文释义
8886	pledge	pledʒ	n. 诺言, 保证, 誓言, 抵押, 信物, 保人, 祝愿；vt. 许诺, 保证, 使发誓, 抵押, 典当, 举杯祝...健康
8887	vampire	'væmpaiә	n. 吸血鬼；[医] 吸血蝙蝠
8888	angela	'ændʒilә	n. 安吉拉（女子名）
8889	relates		v. 使有联系；与…有关；叙述, 讲述（relate的三单形式）
8890	nitrogen	'naitrәdʒәn	n. 氮；[化] 氮N-2
8891	xerox	'ziәrɒks	v. 静电复印
8892	dice	dais	n. 骰子；vt. 切成方块；vi. 掷骰子
8893	merger	'mә:dʒә	n. 合并, 归并；[经] 购并
8894	softball	'sɒftbɒ:l	n. 垒球运动, 垒球
8895	referrals	riˈfə:rəlz	n. 转交, 呈交, 提供( referral的复数形式 )
8896	quad	kwɔd	n. 铅块, 监狱, 四方院子, 四胞胎, 四胞胎中的一个孩子, 成套的四件东西
8897	dock	dɒk	n. 码头, 船坞, 被告席, 尾巴的骨肉部分；vt. 使靠码头, 使(船)进港, 剪短；vi. 进港
8898	differently	'difrentli	adv. 差异, 不同, 各别, 各种
8899	firewire		[未收录]
8900	mods	mɔdz	abbr. 载人的轨道研究站（manned orbital development station）
8901	nextel	'nekstel	n. (用于舞台和电影化装中的)"纳克斯泰尔"人造血[商标名]
8902	framing	'freimiŋ	n. formulation of the plans and important details
8903	organised		a. 有组织的, 组织起来的
8904	musician	mju:'ziʃәn	n. 音乐家, 乐师, 作曲家
8905	blocking	'blɔkiŋ	粘连；[化] 封闭
8906	rwanda	rj'ændә	n. 卢旺达（东非国家）；卢旺达语
8907	sorts		n. 程度；种类；品质（sort的复数）
8908	integrating		v. 整合；积分；集成化（integrate的ing形式）
8909	vsnet		[未收录]
8910	limiting	'limitiŋ	a. 限制的；[电] 极限
8911	dispatch	dis'pætʃ	vt. 派遣；n. 派遣, 急件
8912	revisions		n. 校订, 修正；复习（revision的复数形式）
8913	papua	'pæpjuә	n. 巴布亚岛
8914	restored		a. 精力充沛的；精力恢复的
8915	hint	hint	n. 暗示, 提示；v. 暗示, 示意
8916	armor	'ɑ:mә	n. 盔甲, 潜水服, 装甲；vt. 为...装甲
8917	riders	ˈraɪdəz	n. 骑（马、自行车等）的人( rider的名词复数 ); 乘客; 附文; 附加条款
8918	chargers	ˈtʃɑ:dʒəz	n. 充电器( charger的复数形式 ); （旧时的）战马
8919	remark	ri'mɑ:k	n. 评论, 注意；vt. 评论, 注意；vi. 评论, 谈论
8920	dozens		n. 几十, 许多
8921	varies		n. 多重复合
8922	msie		[未收录]
8923	reasoning	'ri:zniŋ	n. 推论, 推理, 论证；[化] 推理
8924	wn		abbr. 绞盘（winch）；营养良好的（well nourished）；西尼罗河（West Nile）；波数（wave number）
8925	liz		n. 莉斯（女子名）
8926	rendered		a. 已渲染的
8927	picking	'pikiŋ	n. 掘, 选择, 挑选, 采摘, 撬开, [U]采得物, 捡得物, 赃物, 扒窃物；[经] 挑拣
8928	charitable	'tʃæritәbl	a. 大慈大悲的, 宽厚的, 慈善的；[法] 慈善的, 慷慨的, 宽恕的
8929	guards		n. 禁卫军；护卫队；守卫；后卫（guard的复数形式）
8930	annotated	'ænә.teitid	a. 有注释的；带注解的
8931	ccd		abbr. 电荷耦合器件（Charge Coupled Device）
8932	sv		
8933	convinced	kәn'vinst	a. 确信的, 深信的
8934	openings		n. 开口；开幕；走向世界；空缺（opening的复数）
8935	buys	baiz	v. 购买, 购得( buy的第三人称单数 ); 做出牺牲以获得; 够支付; 买通
8936	burlington	'bə:liŋtən	n. 伯灵顿, 柏林顿（美国地名）
8937	replacing		v. 替代；更换（replace的ing形式）
8938	researcher	ri:'sә:tʃә	n. 研究人员
8939	watershed	'wɒtәʃed	n. 流域, 分水岭；[医] 分水界, 分水岭
8940	councils	ˈkaunslz	n. 委员会( council的复数形式 ); （郡、镇等）政务会; （尤指旧时讨论特定步骤的）协商会议; 市政（或地方管理）服务机构
8941	occupations	ˌɒkjʊ'peɪʃnz	n. 占领( occupation的复数形式 ); 消遣; （土地、房屋、建筑等的）使用; 工作
8942	acknowledged	әk'nɒlidʒid	a. 公认的
8943	nudity	'nju:diti	n. 裸露, 裸露物, 裸体像
8944	kruger	'stefәnjsjәj'hænis'pɔ:lj	n. 克鲁格（现代寻租理论的创始人）；格尔（南非政治家）
8945	pockets		n. 口袋（pocket的复数）
8946	granny	'^ræni	n. 奶奶, 老奶奶, 老婆婆, 外婆, 婆婆妈妈的人, 唠叨挑剔的人, 接生婆
8947	pork	pɒ:k	n. 猪肉；[医] 猪肉
8948	zu	zu:	n. 巴比伦神话中的风雨神
8949	equilibrium	.i:kwi'libriәm	n. 平衡, 平静, 均衡；[化] 平衡
8950	viral	'vairәl	a. 病毒的, 病毒引起的；[医] 病毒的
8951	inquire	in'kwaiә	v. 询问, 问明, 查究
8952	pipes	paips	n. 管线, 管道；管子（pipe复数形式）
8953	characterized	ˈkæriktəraizd	a. [医]具有特征的；v. 是…的特征( characterize的过去式和过去分词 ); 以…为特征; 描述（人或物）的特性; 使…具有特点（或最引人注目的特征）
8954	laden	'leidn	a. 装满的, 负载的, 苦恼的；lade的过去分词
8955	aruba	ә'ru:bә	n. 阿鲁巴岛（加勒比海）
8956	cottages	ˈkɔtidʒz	n. 小屋, 村舍( cottage的复数形式 )
8957	realtor	'riәltә	n. 房地产经纪人；[法] 房地产经纪人
8958	merge	mә:dʒ	vt. 使合并, 使消失, 吞没；vi. 合并, 渐渐消失
8959	privilege	'privilidʒ	n. 特权, 特别恩典, 基本权利, 特免；vt. 给与...特权, 特免
8960	edgar	'ed^ә	n. 埃德加（男子名）
8961	develops	diˈveləps	v. 开发( develop的第三人称单数 ); 发展; （使）成长; （使）发育
8962	qualifying		n the grammatical relation that exists when a word qualifies the meaning of the phrase；n success in satisfying a test or requirement；v prove capable or fit; meet requirements；v pronounce fit or able；v…
8963	chassis	'ʃæsi	n. 底盘；[化] 底盘
8964	dubai	'dju:bai	n. 迪拜（阿拉伯联合酋长国的酋长国之一）；迪拜港（阿拉伯联合酋长国港市）
8965	estimation	.esti'meiʃәn	n. 判断, 估计, 尊重；[化] 估计; 估定; 测定; 估值
8966	barn	bɑ:n	n. 谷仓；[化] 靶(恩)(核反应截面单位)
8967	pushing	'puʃiŋ	a. 有精力的, 富有进取心的, 莽撞的
8968	llp		abbr. 有限责任合伙（Limited Liability Partnership）
8969	fleece	fli:s	n. 羊毛, 羊毛制的覆盖物；vt. 剪下羊毛, 诈取
8970	pediatric	.pi:di'ætrik	a. 小儿科的；[医] 儿科的
8971	boc		abbr. 中国银行（Bank of China Limited）
8972	fare	fєә	n. 费用, 旅客, 食物；vi. 进展, 进步, 经营, 过活
8973	dg		[化] 脱氧鸟苷；[医] 分克
8974	asus		n. 华硕（电脑）公司的简称
8975	pierce	piәs	vt. 刺穿, 穿透, 打眼于, 洞悉, (声音)响彻, (亮光)照进, 深深地打动；vi. 刺入, 穿入, 透入, 进入
8976	allan	'ælәn	n. 艾伦（男子名, 等于Alan）
8977	dressing	'dresiŋ	n. 调味品, 穿衣, 化妆；[化] 追肥
8978	techrepublic		[未收录]
8979	sperm	spә:m	n. 精液, 精虫, 鲸油, 抹香鲸；[化] 鲸蜡油
8980	vg		abbr. 音频段（Voice Grade）；电压增益（Voltage Gain）；很好（Very Good）；代理监督（Vicar General）
8981	bald	bɒ:ld	a. 秃头的, 光秃的, 单调的, 赤裸的；vi. 变秃
8982	filme		[未收录]
8983	craps	kræps	n. 掷骰子赌博
8984	fuji	'fu:dʒi:	n. 富士山（在日本本州岛上的死火山）
8985	frost	frɒst	n. 霜, 冰冻, 冷漠；vt. 覆着霜, 冻结, 结霜；vi. 受冻, 起霜
8986	leon	'li(:)әn	n. 利昂（男子名, 等于Leo）
8987	institutes		n. 学院（institute的复数）
8988	mold	mәuld	n. 模子, 模型, 霉；v. 形成, 塑造, 发霉
8989	dame	deim	n. 夫人
8990	fo		(英)空军中尉, (英国)外交部, 前进观察员, 校官, 野战命令
8991	sally	'sæli	n. 突击, 出击, 远足；vi. 突击, 出击, 出发
8992	yacht	jɒt	n. 快艇, 游艇；vi. 驾游艇, 乘游艇
8993	tracy	'treisi	n. 特蕾西（女子名）
8994	prefers	priˈfə:z	v. 提出（请求、控诉等）( prefer的第三人称单数 ); 提升; 建议; 选择某事物（而不选择他事物）
8995	drilling	'driliŋ	n. 演练；[医] 钻
8996	brochures	brəʊ'ʃəz	n. 小册子( brochure的名词复数 ); （某地、某旅馆等的）情况介绍手册; （印成小册子的）论文
8997	herb	hә:b	n. 药草, 香草；[医] 草, 草本, 草药
8998	tmp		[化] 甲氧苄啶; 甲氧苄氨嘧啶
8999	alot		n. (Alot)人名；(西)阿洛特；(法)阿洛
9000	ate	'eit	eat的过去式
9001	breach	bri:tʃ	n. 裂口, 违背, 破坏, 违反, 突破, 破裂；vt. 攻破, 突破；vi. 跳出水面
9002	whale	hweil	n. 鲸；vi. 捕鲸；vt. 使惨败, 猛揍
9003	traveller	'trævlә	n. 旅行者；[经] 旅行商
9004	appropriations	əprəʊpr'ɪeɪʃnz	n. 挪用（appropriation的复数形式）
9005	suspected	sә'spektid	a. 有嫌疑的
9006	tomatoes		n. 蕃茄（tomato的复数形式）
9007	benchmark		基准
9008	beginners		n. 初学者；生手；首创者（beginner的复数）
9009	instructors	ɪnst'rʌktəz	n. 指导者, 教师( instructor的名词复数 )
9010	highlighted	'hailaitid	a. 突出的
9011	bedford	'bedfәd	n. 贝德福德（英格兰一郡及该郡之首府）；贝德福德（美国俄亥俄州城市）；贝德福德（男子名）
9012	stationery	'steiʃәnәri	n. 文具, 信纸；[法] 文具
9013	idle	'aidl	a. 懒惰的, 闲散的, 停顿的, 空闲的, 无用的；vi. 无所事事, 闲散, 浪费, 空转；vt. 虚度, 使闲散, 使空转；n. 空转, 空闲时间
9014	mustang	'mʌstæŋ	n. 野马, (海军行伍出身的)军官
9015	unauthorized	.ʌn'ɒ:θәraizd	a. 未经许可的；[法] 无权的, 未经授权的, 未经许可的
9016	clusters		n. 群集；簇；丛（cluster的复数形式）
9017	antibody	'æntibɒdi	n. 抗体；[化] 抗体
9018	competent	'kɒmpitәnt	a. 能干的, 胜任的, 有效的, 足够的；[经] 有权的, 授权的, 胜任的
9019	momentum	mәu'mentәm	n. 动力, 动量；[化] 动量
9020	fin	fin	n. 鳍, 鱼翅, 鳍状物, 五元纸币；vi. 猛挥鳍；vt. 装上翅, 切除鳍
9021	wiring	'waiәriŋ	n. 线路, 接线
9022	io	'aiәu	n. (Greek mythology) a maiden seduced by Zeus; when Hera was about to discover them together Zeus turned her into a white heifer；n. the closest of Jupiter's moons; has active volcanoes
9023	pastor	'pæstә	n. 牧师
9024	mud	mʌd	n. 泥, 诽谤；vt. 弄脏
9025	calvin	'kælvin	n. 卡尔文（男子名）；加尔文（法国神学家）
9026	uni		abbr. 印度联合新闻社（United News of India）
9027	shark	ʃɑ:k	n. 鲨鱼, 骗子；v. 诈骗
9028	contributor	kәn'tribjutә	n. 贡献者, 捐助者, 赠送者, 投稿者；[法] 捐助人, 捐赠人, 投搞人
9029	demonstrates	ˈdemənstreits	v. 举行示威游行（或集会）( demonstrate的第三人称单数 ); 示范。展示; 显示; 论证
9030	phases	'feisi:z	n. 阶段, 时期（phase的复数形式）
9031	grateful	'greitful	a. 感谢的, 感激的, 令人快意的, 受欢迎的
9032	emerald	'emәrәld	n. 翡翠, 绿宝石, 翠绿色；a. 翡翠的, 翠绿色的
9033	gradually	'grædʒuәli	adv. 逐渐地
9034	laughing	'lɑ:fiŋ	a. 一笑置之的, 高兴的；n. 笑
9035	grows	ɡrəuz	v. 种植( grow的第三人称单数 ); 扩大; 扩展; 增加
9036	cliff	klif	n. 悬崖, 绝壁
9037	desirable	di'zairәbl	a. 令人想望的, 可取的
9038	tract	trækt	n. 大片土地, 地带, 小册子；[医] 束, 道
9039	ul		abbr. （美）保险商实验所（Underwriters' Laboratories）
9040	ballet	'bælei	n. 芭蕾舞
9041	ol		[医] 油
9042	journalist	'dʒә:nәlist	n. 新闻记者, 从事新闻杂志业的人
9043	abraham	'eibrәhæm, -hәm	n. 亚伯拉罕（男子名）
9044	js		abbr. 射流研究
9045	bumper	'bʌmpә	n. 缓冲器, 满杯；a. 大胜利的
9046	afterwards	'ɑ:ftәwәdz	adv. 然后, 后来
9047	webpage		n. 网页
9048	religions		n. 宗教, 宗教信仰（religion的复数）
9049	garlic	'gɑ:lik	n. 大蒜；[化] 大蒜
9050	hostels	ˈhɔstəlz	n. 旅舍, 招待所( hostel的复数形式 ); 青年宿舍
9051	shine	ʃain	n. 光泽, 阳光；vt. 使发光；vi. 照耀, 发光, 发亮
9052	senegal	,seni'^ɔ:l	n. 塞内加尔
9053	explosion	ik'splәuʒәn	n. 爆发, 激增, 爆炸(声)；[化] 爆炸
9054	pn		清注意, 本票, 期票
9055	banned		a. 被禁的
9056	wendy	'wendi	n. 温迪（女子名）
9057	briefs	bri:fs	n. 三角裤
9058	signatures		n. 签名；鲜明特征（signature的复数）
9059	diffs		(diff 的复数) abbr. 扩散器（diffuser）；[数]微分；差速器（differential）
9060	cove	kәuv	n. 山凹, 小湾；v. (使)内凹, (使)成拱形
9061	mumbai		n. 孟买（印度城市）
9062	ozone	'әuzәun	n. 新鲜的空气, 臭氧, 使人愉快的影响；[化] 臭氧
9063	disciplines		n. 科目；纪律（discipline的复数）
9064	casa	'kɑ:sә	abbr. 天文学高级研究中心（Centre for Advanced Study of Astronomy）；计算机与自动化系统（Computer and Automated System Association）；合作应用卫星A（Cooperative Application Satellite A）
9065	mu	mju:	n. 希腊字母(M,μ)
9066	daughters		n. 女儿们（歌曲名）；枕边杀机（电影名）
9067	conversations	ˌkɔnvəˈseiʃənz	n. 交谈( conversation的复数形式 ); 交往; 谈话技巧; [自动数据处理]（特指通过键盘和计算机进行的）人机对话
9068	radios		n. 收音机；无线电话；无线电广播设备（radio的复数）
9069	tariff	'tærif	n. 关税, 关税表, 价格表, 收费表；vt. 课以关税
9070	nvidia		恩威迪亚（芯片厂方）
9071	opponent	ә'pәunәnt	n. 对手, 敌手, 反对者；a. 敌对的, 反对的, 对面的
9072	pasta	'pæstә	n. 意大利面食；[医] 糊剂, 泥膏剂
9073	simplified		a. 简化了的
9074	muscles		n. 肌肉（muscle的复数）
9075	serum	'siәrәm	n. 浆液, 血清, 乳清；[医] 血清; 浆液
9076	wrapped	ræpt	a. 有包装的
9077	swift	swift	n. 褐雨燕, 快速爬行的小蜥蜴, 蝙蝠蛾, 大滚筒；a. 迅速的, 快的, 敏捷的, 立刻的；adv. 迅速地, 敏捷地
9078	motherboard	'mʌðәbɒ:d	n. 底板, 母板
9079	runtime		n. 执行时间, 运行时间
9080	inbox		
9081	focal	'fәukl	a. 焦点的, 在焦点上的；[医] 病灶的, 灶的
9082	bibliographic	.bibliә'græfik	a. 书目有关的, 书目的
9083	vagina	vә'dʒainә	n. 阴道, 鞘, 叶鞘；[医] 阴道; 鞘
9084	eden	'i:dn	n. 伊甸园, 乐园
9085	distant	'distәnt	a. 远的, 疏远的；[经] 远期的
9086	incl		abbr. 包括（including, included）；包括的（inclusive）；包围（enclosure）
9087	champagne	ʃæm'pein	n. 香槟酒, 香槟酒色；[化] 香槟酒
9088	ala	'eilә	n. 翼, 翅；[化] 丙氨酸
9089	decimal	'desimәl	a. 十进位的, 小数的；n. 十进制, 小数
9090	hq		司令部, 指挥部, 总部, 总店
9091	deviation	.di:vi'eiʃәn	n. 背离；[化] 偏差; 误差; 偏斜
9092	superintendent	,sju:pәrin'tendәnt	n. 监督人, 主管人, 主日学校校长；[经] 监督人, 主管人(部门)
9093	propecia		[医]非那雄胺生发剂<脱发治疗药>
9094	dip	dip	v. 浸, 降下, 把(手、勺等)伸入, 舀取；n. 浸, 涉猎
9095	nbc		全国广播公司(美国)
9096	samba	'sæmbә	n. 桑巴舞；vi. 跳桑巴舞
9097	hostel	'hɒstәl	n. 青年招待所, 宿舍, 旅店
9098	housewives		pl. 家庭主妇
9099	employ	im'plɒi	n. 雇用；vt. 雇用, 使用, 使从事于
9100	mongolia	mɒŋ'gәuljә	n. 蒙古
9101	penguin	'pengwin	n. 企鹅, 空军地勤人员
9102	magical	'mædʒikәl	a. 魔术的, 有魔力的, 不可思议的
9103	influences	ˈinfluənsiz	n. 影响( influence的名词复数 ); 势力; 有影响的人（或事物）; [占星学]星力；v. 影响( influence的第三人称单数 ); 感染; 支配; 对…起作用
9104	inspections	ɪnˈspekʃənz	n. 检查( inspection的复数形式 ); 检验; 视察; 检阅
9105	irrigation	.iri'geiʃәn	n. 灌溉, 冲洗；[医] 冲洗法, 灌溉
9106	miracle	'mirәkl	n. 奇迹, 奇事
9107	manually	'mænjuәli	adv. 用手
9108	reprint	'ri:print	n. 再版, 翻版, 重印；vt. 再版, 翻版
9109	reid	ri:d	n. 里德（等于Read, 男子名）
9110	wt		
9111	hydraulic	hai'drɒ:lik	a. 与水有关的, 水力的, 水压的；[电] 水力的
9112	centered	'sentәd	a. 居中的
9113	robertson	'rɔbәtsn	n. 罗伯森（姓氏）
9114	flex	'fleks	vt. 弯曲, 伸缩, 折曲；vi. 弯曲；n. 屈曲, 折曲
9115	yearly	'jiәli	a. 每年的, 一年一度的；adv. 一年一次, 每年
9116	penetration	.peni'treiʃәn	n. 穿透, 渗透, 侵入, 识穿, 洞察(力)；[化] 渗入
9117	wound	wu:nd	n. 创伤, 伤口, 伤疤, 伤害, 痛苦；vt. 伤害, 损害, 使受伤；vi. 打伤, 伤害；wind的过去式和过去分词
9118	belle	bel	n. 美女
9119	rosa	'rәuzә	[医] 蔷薇, 玫瑰
9120	conviction	kәn'vikʃәn	n. 定罪, 信服, 坚信；[法] 定罪, 证明有罪, 判罪
9121	hash	hæʃ	n. 剁碎的食物, 杂乱无章的的一大堆, 杂烩, 复述；vt. 切碎, 搞糟
9122	omissions	ə'mɪʃnz	n. 省略( omission的复数形式 ); 删节; 遗漏; 略去或漏掉的事（或人）
9123	writings	'raitiŋz	n. 作品, 篇章（writing的复数形式）
9124	hamburg	'hæmbә:^	n. 汉堡（德国城市）
9125	lazy	'leizi	a. 懒惰的, 怠惰的, 缓慢的；vi. 懒散
9126	mv		市面价值, 平均变化, 中压, 商船, 内燃机船, 初速
9127	mpg		每加仑汽油能行驶的英里数
9128	retrieval	ri'tri:vl	n. 取回, 恢复, 检索
9129	qualities	ˈkwɔlitiz	n. 质( quality的名词复数 ); 特点; 品质; 优点
9130	cindy	'sindi	n. 辛迪（女子名, Cynthia的昵称）
9131	lolita		n. 洛丽塔（女子名）
9132	fathers	ˈfɑ:ðəz	n. 父亲( father的名词复数 ); 祖先; （尤指天主教和东正教的）神父; 天父
9133	carb	kɑ:b	n. [汽车]汽化器
9134	charging	'tʃɑ:dʒiŋ	[化] 充电; 装料
9135	cas		abbr. 中国科学院（Chinese Academy of Sciences）；计算机技术学会（Computer Arts Society）；控制自动化系统（Control Automatic System）
9136	marvel	'mɑ:vl	n. 奇异事物, 罕见例子；vt. 惊异于；vi. 惊异
9137	lined	laind	a. 有内衬的；具线纹的
9138	cio		abbr. 美国产业工会联合会（Congress of Industrial Organizations）；首席信息官（Chief Information Officer）
9139	dow	daj	n. 美国陶氏；美国陶氏化学；道琼斯平均指数
9140	prototype	'prәutәtaip	n. 原型； 原型
9141	importantly		adv. 重要地；大量地；有名望地；自命不凡地
9142	rb		[医] 铷(37号元素)
9143	petite	pә'tit	a. 小的, 次要的, 小个子的, 娇小玲珑的, 娇小的
9144	apparatus	.æpә'reitәs	n. 装置, 器具, 器官；[化] 仪器; 器械
9145	upc		
9146	terrain	'terein	n. 地带, 地区, 地形, 领域, 范围
9147	dui	'dju:i:	abbr. 酒醉驾车（Driving Under the Influence）；数据单元接口（Data Unit Interface）
9148	pens		n. 钢笔（pen的复数）
9149	explaining	iksˈpleinɪŋ	v. 讲解, 解释( explain的现在分词 ); 说明…的原因, 辩解; 说明, 解释, 辩解
9150	yen	jen	n. 日元(日本货币单位), 渴望, 嗜好；vi. 渴望
9151	strips		n. 分割公债, 本息拆离；简易机场；条（strip的复数）
9152	gossip	'gɒsip	n. 闲聊, 随笔, 流言, 爱讲闲话的人；vi. 说闲话, 闲聊
9153	rangers	ˈreindʒəz	n. 护林者( ranger的复数形式 ); <美>突击队员
9154	nomination	.nɒmi'neiʃәn	n. 提名, 任命, 提名权
